290,3304610774,f1ab4b4390eb58a8334a1155dae7cb45,37804979@N00,ahisgett,02-2009,1235417851,Canon+EOS+50D,Chipmunk+3,,"canary+islands,fuerteventura,hisgett",,-14.094933,28.379582,15.0,http://www.flickr.com/photos/37804979@N00/3304610774/,http://farm4.staticflickr.com/3329/3304610774_2f4d349dcc.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3329,4,2f4d349dcc,f79aa276b6,jpg,0
435,3834682993,1ed8fbd71de67197906d7e10fda84d78,34397166@N00,tripleaxis,07-2009,1250642120,Panasonic+DMC-FX35,Done+and+Dusted%21,,kilimanjaro,,37.347335,-3.070752,12.0,http://www.flickr.com/photos/34397166@N00/3834682993/,http://farm4.staticflickr.com/3476/3834682993_4c561d2447.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3476,4,4c561d2447,8705341e8d,jpg,0
567,4820837489,2a66ced51c8f0cfdcd9472c76f2cb,44926920@N06,%CE%A0%CF%81%CF%89%CE%B8%CF%85%CF%80%CE%BF%CF%85%CF%81%CE%B3%CF%8C%CF%82+%CF%84%CE%B7%CF%82+%CE%95%CE%BB%CE%BB%CE%AC%CE%B4%CE%B1%CF%82,07-2010,1279900288,Canon+EOS+5D+Mark+II,%CE%95%CF%80%CE%AF%CF%83%CE%BA%CE%B5%CF%88%CE%B7+%CF%83%CF%84%CE%BF+%CE%9C%CE%BD%CE%B7%CE%BC%CE%B5%CE%AF%CE%BF+%CF%84%CF%89%CE%BD+%CE%9C%CE%B1%CF%81%CF%84%CF%8D%CF%81%CF%89%CE%BD+%CE%BA%CE%B1%CE%B9+%CE%97%CF%81%CF%8E%CF%89%CE%BD+%CF%84%CE%BF%CF%85+%CE%9F%CE%BB%CE%BF%CE%BA%CE%B1%CF%85%CF%84%CF%8E%CE%BC%CE%B1%CF%84%CE%BF%CF%82+%22Yad+Vshem%22%2C+%CE%9A%CE%B1%CF%84%CE%AC%CE%B8%CE%B5%CF%83%CE%B7+%CE%A3%CF%84%CE%B5%CF%86%CE%AC%CE%BD%CE%BF%CF%85+%CF%83%CF%84%CE%B7%CE%BD+%CE%91%CE%AF%CE%B8%CE%BF%CF%85%CF%83%CE%B1+%CE%9C%CE%BD%CE%AE%CE%BC%CE%B7%CF%82,,"%CF%80%CE%B1%CF%80%CE%B1%CE%BD%CE%B4%CF%81%CE%AD%CE%BF%CF%85,%CF%80%CF%81%CF%89%CE%B8%CF%85%CF%80%CE%BF%CF%85%CF%81%CE%B3%CF%8C%CF%82,papandreou,prime+minister",,35.222307,31.790846000000002,16.0,http://www.flickr.com/photos/44926920@N06/4820837489/,http://farm5.staticflickr.com/4136/4820837489_c4df41b591.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,4136,5,c4df41b591,b54736af01,jpg,0
637,2325193674,b9ff41b911ded12d14cd52eb55915e9e,75093006@N00,Neil+Merton,02-2008,1205181562,Canon+EOS+40D,Wind+Chime,,,,28.173408000000002,-25.817817,11.0,http://www.flickr.com/photos/75093006@N00/2325193674/,http://farm3.staticflickr.com/2068/2325193674_ea8e066dc2.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2068,3,ea8e066dc2,20f00681b1,jpg,0
733,3879157630,bd92d0371f54cca7b1aab4251a76bbbb,7601154@N02,oinegue,09-2009,1251833298,,03-26+Elefanti,,,,25.072333,-29.065,16.0,http://www.flickr.com/photos/7601154@N02/3879157630/,http://farm3.staticflickr.com/2541/3879157630_39e56c719c.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2541,3,39e56c719c,856cda322a,jpg,0
775,6281827061,cb7add77d242d6728567582cc78489,60757641@N06,Sydney+Friedman,05-2011,1319603322,Canon+EOS+DIGITAL+REBEL+XSi,,,,,35.202940999999996,31.821564000000002,7.0,http://www.flickr.com/photos/60757641@N06/6281827061/,http://farm7.staticflickr.com/6218/6281827061_b3f4afcd74.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,6218,7,b3f4afcd74,2c782ee209,jpg,0
1111,5917860223,60bb3732daea2e54488a61034f099f6,53256145@N07,whifflepeg,02-2011,1310211817,Canon+EOS+50D,Tawny+Eagle+%28Aquila+rapax%29,Canon+EOS+50D%2C+150+-+500+mm+zoom%0AF%2F9.+1%2F800+sec+%40+ISO+200%0AMaasai+Mara%2C+Kenya%0A7th+February+2011,"aquila,bird,eagle,rapax,tawny",,35.096855,-1.200426,12.0,http://www.flickr.com/photos/53256145@N07/5917860223/,http://farm7.staticflickr.com/6013/5917860223_8e75ce9d0d.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,6013,7,8e75ce9d0d,bf0a11a63f,jpg,0
1241,2627541699,80cec6d9fd4529827e827ff2dfe18c1,22828985@N08,Sergio+%26+Gabriella,05-2008,1214923917,Canon+DIGITAL+IXUS+40,Siria+137G,Damasco,"damasco,siria,syria",,36.304664,33.525368,10.0,http://www.flickr.com/photos/22828985@N08/2627541699/,http://farm4.staticflickr.com/3140/2627541699_376bb20a7a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,3140,4,376bb20a7a,e47b756cff,jpg,0
1243,5595998892,6386c4db5c71dd10f3524d2fa8a86c4,49035403@N08,EAGJ,08-2005,1302114442,NIKON+E5000,Templo+de+Medinet+Habu,,,,32.600212,25.721044,12.0,http://www.flickr.com/photos/49035403@N08/5595998892/,http://farm6.staticflickr.com/5221/5595998892_c0c2dfbf03.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5221,6,c0c2dfbf03,f516ffeba0,jpg,0
1354,5082201444,a5440433ac11fa8f6d7f5a326509574,10857883@N05,John6536,04-2010,1287088692,Panasonic+DMC-FZ38,Gibraltar+%2810%29,The+sailaway,gibraltar,,-5.370984,36.127615000000006,13.0,http://www.flickr.com/photos/10857883@N05/5082201444/,http://farm5.staticflickr.com/4056/5082201444_1d586a06e2.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,4056,5,1d586a06e2,f706ffddf7,jpg,0
